accuracy,loss,val_accuracy,val_loss
0.8830000162124634,0.3467365801334381,0.9903333187103271,0.06103528290987015
0.9790833592414856,0.07828059792518616,0.9946666955947876,0.03046867623925209
0.9884999990463257,0.04766295477747917,0.9956666827201843,0.020081862807273865
0.9910833239555359,0.03528133034706116,0.9983333349227905,0.014841090887784958
0.9944166541099548,0.027147941291332245,1.0,0.010576791130006313
0.9949166774749756,0.022794084623456,0.9983333349227905,0.009561470709741116
0.9959166646003723,0.0187629796564579,0.9983333349227905,0.008272326551377773
0.9965000152587891,0.015611186623573303,1.0,0.006600518710911274
